date,open,high,low,volume,rsi_14,macd,cci,adx,stoch_slowk,stoch_slowd,willr,momentum,roc,ema8,ema20,ema200,Sto_rsi_fastk,Sto_rsi_fastd,adosc,obv,BB_upper,BB_middle,BB_lower,adj_close
2014-10-07,23240,23720,23240,10149150,40.82571768,-455.2641244,-25.36059057,26.62254237,22.98924731,21.86434488,-73.91304348,-520,-2.188552189,23290.80336,23678.75954,26300.40904,100,66.66666667,-7530072.39,-593986000,23736.5461,23162.21518,22587.88427,23240
2014-10-08,22840,23020,22480,14720550,34.71097625,-486.8847088,-132.1648216,26.52984043,26.21505376,20.61797525,-94.33962264,-620,-2.670111972,23137.2915,23576.02054,26263.58905,0,66.66666667,-10237563.07,-608706550,23505.00472,23051.74983,22598.49493,22600
2014-10-10,22000,22280,21980,21837450,30.82641476,-545.9961671,-196.2911612,27.09223222,21.52465703,23.57631937,-95.16129032,-900,-3.913043478,22906.78228,23435.44715,26222.1603,0,33.33333333,-11804141.25,-630544000,23643.70483,22862.5672,22081.42957,22100
2014-10-13,21640,22540,21560,11344750,31.81257031,-581.3000599,-168.9118595,28.07869664,14.78391629,20.84120903,-76.19047619,-960,-4.152249135,22740.83066,23313.976,26181.74079,25.38653458,8.462178194,-10561571.1,-619199250,23551.63592,22645.33796,21739.03999,22160
2014-10-14,22540,22920,22400,16572550,37.85521242,-572.0219125,-70.20933977,28.10860982,26.68156662,20.99671331,-59.83606557,-1160,-4.894514768,22696.20163,23240.264,26145.50457,100,41.79551153,-11526835.24,-602626700,23304.3961,22489.10229,21673.80847,22540
2014-10-15,22560,22900,22400,14143600,37.47870958,-561.4248237,-63.6218497,28.13638634,45.84390326,29.10312872,-61.47540984,-1400,-5.857740586,22652.60126,23169.76266,26109.23089,93.76923477,73.05192312,-13573963.73,-616770300,22813.96205,22399.04037,21984.11869,22500
2014-10-16,22320,22420,22080,15148300,35.57357869,-562.6786735,-97.28075457,28.56656053,54.72189891,42.4157896,-69.67213115,-1380,-5.827702703,22574.24543,23086.92812,26071.32809,0,64.58974492,-11759807.03,-631918600,22689.31241,22336.94896,21984.58551,22300
2014-10-17,22120,22300,21740,16281750,31.14122944,-598.7302234,-118.2755389,29.35668441,44.99059898,48.51880038,-90.98360656,-1340,-5.795847751,22397.74644,22962.45878,26028.62831,0,31.25641159,-14389055.92,-648200350,22781.42202,22231.57113,21681.72024,21780
2014-10-20,22300,22340,22020,9476750,36.69519696,-593.0300961,-78.5610597,29.98649568,34.26387504,44.65879098,-77.04918033,-700,-3.067484663,22336.02501,22882.22461,25989.73649,100,33.33333333,-15287310.33,-638723600,22695.40462,22139.07378,21582.74295,22120
2014-10-21,21880,22000,21620,11766050,32.83631032,-618.5011633,-119.3548387,31.01669495,17.16828681,32.14092028,-95.45454545,-1360,-5.907906169,22185.79723,22765.82227,25946.65453,30.52017995,43.50672665,-17220609.27,-650489650,22649.89878,22022.21733,21394.53588,21660
2014-10-22,21940,22080,21800,11127700,39.13035351,-597.9044079,-75.48914977,31.7540121,30.94279661,27.45831949,-75.92592593,-1160,-4.991394148,22162.28674,22700.50586,25908.18036,100,76.84005998,-12905362.55,-639361950,22414.65209,21946.39575,21478.13941,22080
2014-10-23,22260,22260,21800,8505900,37.3360775,-590.9080393,-67.64738292,31.94406756,32.24537037,26.7854846,-85.18518519,-720,-3.185840708,22099.55635,22622.36244,25868.09896,71.49247383,67.33755126,-11731877.86,-647867850,22243.33487,21893.34059,21543.3463,21880
2014-10-24,22060,22240,21840,8378450,42.45133955,-549.9746105,-40.86099964,32.12054763,59.90740741,41.03185813,-68.51851852,140,0.633484163,22130.76605,22585.94697,25831.99848,100,90.49749128,-7519411.143,-639489400,22307.56181,21899.32659,21491.09136,22240
2014-10-27,22020,22220,21740,8388600,39.19699049,-538.7592505,-63.56524169,32.42777085,55.32407407,49.15895062,-84.25925926,-260,-1.173285199,22079.48471,22520.61869,25792.87411,36.37962176,69.29069853,-6002246.471,-647878000,22300.72093,21908.31298,21515.90503,21900
2014-10-28,21800,22000,21720,6243850,38.45008476,-530.2143473,-89.7489749,32.74278397,49.45987654,54.89711934,-82.19178082,-720,-3.194321207,22021.82144,22453.8931,25753.34303,0,45.45987392,-5403552.153,-654121850,22208.5038,21899.28543,21590.06706,21820
2014-10-29,22000,22600,21800,13726100,48.71179731,-455.2550716,71.693681,31.32871732,54.08950617,52.95781893,-23.52941176,100,0.444444444,22150.30556,22467.80804,25721.96648,100,45.45987392,-300004.2819,-640395750,22558.90241,21968.52625,21378.1501,22600
2014-10-30,22580,23660,22300,24566950,58.46408348,-309.970681,231.0571814,30.17794739,72.15222095,58.56720122,-1.904761905,1320,5.919282511,22476.90433,22577.54061,25701.05139,100,66.66666667,9172031.466,-615828800,23521.98649,22215.41235,20908.8382,23620
2014-10-31,23960,25000,23700,38623150,66.84964572,-92.09862938,292.2330097,30.64415697,98.09320258,74.7783099,-3.550295858,3100,14.23324151,23010.92559,22796.82246,25692.88172,100,100,22233545.78,-577205650,25019.92493,22709.1294,20398.33386,24880
2014-11-03,25000,25040,24320,13475800,64.83587327,65.28942967,205.5415454,31.11360252,94.67954796,88.30832383,-9.941520468,2580,11.6636528,23386.27546,22978.07746,25683.0023,75.98524225,91.99508075,25793869.7,-590681450,25655.29313,23290.83632,20926.37951,24700
2014-11-04,24380,24840,24100,13000300,60.8854854,159.1371747,133.0625798,31.1017969,88.1651871,93.64597921,-20.46783626,2680,12.37303786,23598.21424,23107.78437,25669.6391,0,58.66174742,23452118.11,-603681750,25460.25156,23791.60421,22122.95685,24340
2014-11-05,24300,24500,23880,10162150,57.72887553,206.9194573,89.70468708,30.6522749,77.21924917,86.68799474,-29.23976608,1960,8.876811594,23696.38886,23196.56681,25653.42378,0,25.32841408,18797564.2,-613843900,25029.49729,24123.19932,23216.90136,24040
2014-11-06,23960,24200,23860,8570150,58.04123398,245.1885453,69.98495594,30.19412586,56.75230677,74.04558101,-28.07017544,2200,10.05484461,23781.63578,23280.7033,25637.76782,9.895377222,3.298459074,15986578.42,-605273750,24971.43589,24304.69456,23637.95323,24080
2014-11-07,24360,24360,23900,6030200,58.37249818,275.5681608,64.38296004,29.97367053,37.9652523,57.31226941,-26.9005848,1880,8.45323741,23856.82783,23360.63632,25622.66566,100,36.63179241,13299882.65,-599243550,24873.01393,24382.85477,23892.69561,24120
2014-11-10,24520,25380,24440,19202900,67.05567712,395.1468548,104.2983205,30.84344933,49.69210593,48.136555,-0.546448087,3460,15.79908676,24190.86609,23551.05191,25620.05207,100,69.96512574,16841712.64,-580040650,25535.59503,24541.66143,23547.72783,25360
2014-11-11,25100,25220,24540,12141400,59.12895998,425.2994287,77.62347592,31.65110107,56.90603628,48.18779817,-20.76502732,2800,12.83226398,24286.22918,23652.85649,25610.1013,8.711807172,69.57060239,13805387.4,-592182050,25685.55144,24677.2975,23669.04356,24620
2014-11-12,24620,24680,24380,9079600,58.92621537,442.4810814,56.40265139,32.03365309,65.78947368,57.46253863,-21.31147541,2000,8.849557522,24355.95603,23743.06064,25600.05054,0,36.23726906,12656402.16,-601261650,25684.90976,24760.08762,23835.26547,24600
2014-11-13,24560,24640,23980,11547150,53.04947987,403.0367229,27.45098039,31.52012739,35.14698909,52.61416635,-37.70491803,380,1.608806097,24276.85469,23767.53105,25584.12964,0,2.903935724,7584359.861,-612808800,25683.68208,24724.34898,23765.01588,24000
2014-11-14,24020,24020,23600,10621750,51.93391876,357.9673626,-14.85062101,30.30081525,23.72376812,41.5534103,-40.98360656,-1000,-4.019292605,24188.66476,23778.24238,25567.17313,0,-4.20E-14,5946495.448,-623430550,25650.30555,24592.73097,23535.15638,23880
2014-11-17,23800,24400,23640,9693950,53.84998366,336.1270676,-13.46938776,29.67142714,17.78376379,25.551507,-35.75418994,-600,-2.429149798,24168.96148,23808.88596,25552.57439,100,33.33333333,5385225.014,-613736600,25065.74943,24445.55592,23825.3624,24100
2014-11-18,24400,24540,24300,10754700,56.40221025,339.1168414,23.74429224,29.26429396,40.22286956,27.24346716,-31.81818182,60,0.246507806,24220.30337,23865.18254,25541.10599,100,66.66666667,4095723.471,-602981900,24884.04144,24353.14032,23822.2392,24400
2014-11-19,24760,24760,24240,12502750,55.95785345,334.4037942,18.34939963,29.16204301,56.81850433,38.27504589,-57.30337079,320,1.331114809,24251.34707,23912.30801,25529.35369,82.58944532,94.19648177,1053782.07,-615484650,24715.12177,24310.66658,23906.21139,24360
2014-11-20,24120,24400,24120,10024150,54.12111579,314.1368337,-29.65599051,28.80258755,63.77181779,53.60439723,-66.29213483,120,0.49833887,24239.93661,23939.70725,25516.12629,0,60.86314844,-1653376.419,-625508800,24658.86847,24282.2732,23905.67793,24200
2014-11-21,24380,24520,24340,12336350,56.61330332,315.4189947,26.28571429,28.63275768,63.48522167,61.3585146,-51.68539326,340,1.409618574,24288.83958,23989.25894,25505.61757,100,60.86314844,-1302142.641,-613172450,24555.61519,24288.60209,24021.58898,24460
2014-11-24,24940,24960,24200,10284300,55.85920973,308.0426935,44.65058751,29.03587114,52.75725233,60.00476393,-55.05617978,-960,-3.785488959,24313.5419,24028.37713,25494.6164,69.7416999,56.58056663,-2590105.569,-623456750,24487.829,24311.829,24135.829,24400
2014-11-25,24480,24480,23800,17811050,48.85159554,250.8898343,-78.89688249,28.5029482,35.51587302,50.58611567,-88.76404494,-820,-3.330625508,24199.42148,24006.62693,25477.75455,0,56.58056663,-8548687.624,-641267800,24745.47948,24269.22744,23792.97541,23800
2014-11-26,23800,24220,23640,12287900,51.26575394,220.8026673,-91.97422378,27.66810013,20.70707071,36.32673202,-76.40449438,-580,-2.357723577,24159.55004,24007.90056,25463.24953,34.45050388,34.73073459,-8995753.978,-628979900,24689.36132,24201.82055,23714.27978,24020
2014-11-27,25460,26020,25280,44377800,62.25417203,295.2266513,220.7792208,28.80453208,32.56514727,29.59603033,-30.5785124,1280,5.333333333,24408.53892,24129.05288,25461.42615,100,44.81683463,-22481058.03,-584602100,25294.42001,24281.6693,23268.91859,25280
2014-11-28,25900,25920,25480,9844550,65.32781946,386.8667909,212.7487234,29.85979032,61.97691198,38.41637665,-11.57024793,1860,7.788944724,24704.41916,24282.47642,25464.19803,100,78.15016796,-25384521.36,-574757550,26015.2879,24527.50297,23039.71804,25740
2014-12-01,25880,25960,25740,12866850,66.35409537,467.0194155,177.8948341,30.87281516,84.03361345,59.52522423,-4.958677686,1800,7.468879668,24970.10379,24436.52628,25468.53436,100,100,-22403709.99,-561890700,26617.85744,24869.05671,23120.25597,25900
2014-12-02,25900,25900,25320,9222700,66.35409537,524.4948973,117.0322292,30.93813196,92.71708683,79.57587075,-4.958677686,1500,6.147540984,25176.74739,24575.90473,25472.82756,100,100,-16213090.8,-561890700,26641.06591,25218.59482,23796.12373,25900
2014-12-03,26000,26020,25900,9735500,66.7817181,568.3347204,112.6932204,31.12307759,93.93595276,90.22888435,-2.479338843,1600,6.568144499,25350.80353,24707.72333,25477.67504,100,100,-12206647.42,-552155200,26024.03844,25526.10672,25028.17499,25960
2014-12-04,26040,26060,25960,8871350,67.08208654,599.3962943,96.40895649,31.33789849,92.91392233,93.18898731,-2.479338843,1800,7.438016529,25495.06941,24830.7973,25482.87231,100,100,-10022493.09,-543283850,25947.41677,25770.32922,25593.24167,26000
2014-12-05,26280,26280,26000,5637800,67.39954397,620.0924415,89.55897436,31.77736027,86.26126126,91.03704545,-9.090909091,1580,6.459525756,25616.1651,24945.95946,25488.41586,100,100,-9499157.855,-537646050,26060.36493,25950.09254,25839.82015,26040
2014-12-08,26060,26420,26040,7916550,70.04402389,656.3632982,90.560977,32.33623696,87.75184275,88.97567545,-1.438848921,1980,8.114754098,25785.90619,25082.53475,25497.28735,100,100,-6432899.306,-529729500,26446.89027,26109.93924,25772.9882,26380
2014-12-09,26380,27140,26380,13553100,74.04522901,725.1639604,120.4908388,33.53503858,86.15347019,86.7221914,-4.571428571,3180,13.36134454,26051.26037,25263.24573,25512.04071,100,100,-2097088.097,-516176400,27085.83827,26317.42171,25549.00516,26980
2014-12-10,26920,26920,26340,15977800,64.19547933,719.7495052,89.69097349,34.54872697,71.88793346,81.93108213,-22.85714286,2320,9.658617818,26115.42473,25365.79375,25520.27911,0,66.66666667,-5216548.23,-532154200,27169.60377,26467.33317,25765.06256,26340
2014-12-11,26340,26380,25880,20490850,60.92265363,688.159838,47.41325577,34.39598756,45.58682716,67.87607694,-29.71428571,820,3.243670886,26111.99701,25435.71816,25526.04748,0,33.33333333,-6800837.263,-552645050,27183.17886,26516.91765,25850.65644,26100
2014-12-12,26060,26080,25480,14397250,56.05014922,625.2544311,2.115869018,33.41714381,21.37384621,46.28286894,-40.57142857,-20,-0.077700078,26024.88657,25462.79262,25527.97735,0,-4.26E-14,-7746886.207,-567042300,27269.67134,26446.64279,25623.61424,25720
2014-12-15,25600,25600,25200,14337950,52.93085206,548.1034208,-66.42062473,31.96904909,15.10673688,27.35580342,-48,-440,-1.698841699,25899.35622,25462.52665,25527.30096,0,-4.26E-14,-6061021.348,-581380250,27328.15712,26275.92141,25223.68569,25460
2014-12-16,25400,25780,25360,12894750,54.19780036,490.9839292,-83.93135725,30.88186563,16.65097215,17.71051841,-80.41237113,-320,-1.235521236,25828.38817,25473.71459,25527.82533,40.61646699,13.53882233,-4624972.419,-568485500,26738.6375,26078.9406,25419.2437,25580
2014-12-17,25580,25660,25060,13088650,50.99502033,419.8961917,-125.3493014,29.29421783,18.3973516,16.71835354,-87.5,-640,-2.465331279,25715.41302,25459.07511,25525.75742,0,13.53882233,-4172321.88,-581574150,26403.11755,25869.21119,25335.30483,25320
2014-12-18,25320,25580,25040,11808250,50.99502033,359.415529,-115.9340659,27.78153612,22.90435663,19.31756012,-86.66666667,-680,-2.615384615,25627.54346,25445.82986,25523.71008,0,13.53882233,-3468690.209,-581574150,25984.42441,25675.62026,25366.81612,25320
2014-12-19,25880,26560,25740,18356500,63.06698418,406.8518699,62.13531968,27.73674375,48.87334887,30.05835237,-27.61904762,520,1.996927803,25834.75602,25551.9413,25534.02142,100,33.33333333,2975199.13,-563217650,26594.59556,25662.12358,24729.65159,26560
2014-12-22,26900,26940,26360,17943850,65.57135997,466.5031128,120.8383716,28.10949236,74.93927126,48.90565892,-11.42857143,520,1.971190296,26071.47691,25680.32784,25547.61325,100,66.66666667,10262765.46,-545273800,27156.63433,25828.68252,24500.73072,26900
2014-12-23,26920,26980,26740,10976350,63.92382556,498.3494927,114.1705426,28.49845894,95.8618195,73.22481321,-17.14285714,-200,-0.741289844,26228.92648,25785.05853,25559.8758,34.21377015,78.07125672,9982747.249,-556250150,27486.64785,26071.89134,24657.13482,26780
2014-12-24,26780,26860,26780,6257000,64.56307413,524.00293,96.54714475,28.85964219,93.79996383,88.20035153,-13.33333333,520,1.974183751,26369.16504,25887.4339,25572.81236,38.80031695,57.67136237,10951535.5,-549993150,27513.21237,26325.70405,25138.19573,26860
2014-12-26,26860,27100,26860,11488100,66.02193905,552.489208,100.4295533,29.47316978,93.03112998,94.2309711,-4.761904762,940,3.601532567,26518.23948,25997.2021,25587.41124,100,57.67136237,12179916.11,-538505050,26884.51596,26567.93421,26251.35247,27040
2014-12-29,26900,26940,26580,9637450,59.30293033,531.8161869,56.02523142,29.36955018,73.04413267,86.62507549,-26.66666667,860,3.3437014,26531.96404,26052.70667,25597.28775,0,46.26677232,8508708.982,-548142500,27022.69325,26719.53653,26416.3798,26580
2014-12-30,26600,26700,26420,10649100,58.74309462,506.3679089,42.07456252,28.90302462,47.65500795,71.24342353,-27.18446602,1080,4.241948154,26533.74981,26099.11555,25606.66797,0,33.33333333,5749282.523,-558791600,27148.96428,26780.61662,26412.26896,26540
2015-01-02,26800,26800,26540,8774950,59.36279844,485.4455498,51.99465865,28.61606167,24.61579226,48.43831096,-24.27184466,1020,3.987490227,26548.47207,26146.81883,25616.55187,100,33.33333333,2594363.672,-550016650,27175.19785,26787.05355,26398.90924,26600
2015-01-05,26720,26720,26260,10139500,60.0096834,468.3075698,35.52479815,27.68876592,30.57889823,34.28323281,-21.3592233,1340,5.292259084,26573.25606,26195.69323,25626.93444,100,66.66666667,3452449.777,-539877150,27136.97336,26772.64384,26408.31432,26660
2015-01-06,26300,26340,25760,15235500,49.30363455,388.9167585,-34.12289736,25.79775255,28.65134754,27.94867934,-58.25242718,580,2.290679305,26423.6436,26167.53197,25629.65151,0,66.66666667,982216.056,-555112650,27224.99152,26663.62176,26102.25201,25900
2015-01-07,25880,26220,25640,14322750,52.20355329,341.4291798,-43.43089893,24.09403319,34.19563422,31.14196,-46.60194175,-420,-1.581325301,26360.61169,26164.90988,25634.7296,27.08673187,42.36224396,3182442.886,-540789900,27115.60129,26522.5212,25929.4411,26140
2015-01-08,26780,26780,26200,14477600,53.86151248,311.5009721,7.622781226,23.22171858,36.71342295,33.18680157,-39.80582524,-620,-2.304832714,26342.69798,26175.87084,25641.1502,100,42.36224396,457474.7284,-526312300,26973.18488,26404.45295,25835.72103,26280
2015-01-09,26280,26440,26280,9312400,53.86151248,284.5030776,-22.18547609,22.41171216,51.47207098,40.79370939,-39.80582524,-500,-1.867064974,26328.7651,26185.78791,25647.50692,100,75.69557729,-3661909.948,-526312300,26816.04317,26322.50087,25828.95858,26280
2015-01-12,26260,26380,26020,8325400,54.38581204,263.2995639,-70.76400072,21.11563596,56.98729583,48.39092992,-53.42465753,-540,-2.010424423,26326.8173,26198.57001,25654.19839,100,100,-3248217.926,-517986900,26586.99766,26277.77929,25968.56092,26320
2015-01-13,26280,26800,26000,12293400,60.01329608,280.3817162,0.135698362,20.63608378,71.35511192,59.93815958,-21.91780822,-260,-0.961538462,26427.52456,26253.94429,25665.4004,100,100,932271.8032,-505693500,26751.59143,26314.14429,25876.69715,26780
2015-01-14,26780,27100,26700,14332250,61.35278947,300.1425853,98.84801189,20.65121428,79.9143889,69.41893221,-13.69863014,320,1.203912716,26532.51911,26315.47341,25677.68497,100,100,2557720.165,-491361250,26959.57212,26417.81203,25876.05193,26900
2015-01-15,26900,26980,26580,14103900,57.54676151,294.6544617,59.9620133,20.39404646,80.63740857,77.30230313,-28.76712329,140,0.527505652,26565.29264,26350.19023,25687.65826,0,66.66666667,746354.0252,-505465150,27020.28649,26522.86916,26025.45183,26680
2015-01-16,26680,26680,26260,13568500,51.87567909,258.2788155,-24.01348404,19.46327686,57.57575758,72.70918501,-53.42465753,-280,-1.052631579,26510.78316,26347.31497,25693.95021,0,33.33333333,-3146259.762,-519033650,27041.43779,26563.44197,26085.44615,26320
2015-01-19,26580,26980,26400,6672950,58.48459587,269.9129524,82.04637311,19.10926018,56.36363636,64.85893417,-16.43835616,200,0.750187547,26588.3869,26396.14211,25705.5527,100,33.33333333,-3208027.915,-512360700,27028.04124,26611.88742,26195.7336,26860
2015-01-20,27000,27440,26900,13278050,64.17531291,322.2198921,198.1858164,19.47031405,69.09090909,61.01010101,0,1540,5.945945946,26777.63426,26495.55715,25722.81088,100,66.66666667,1283176.287,-499082650,27467.881,26741.24491,26014.60883,27440
2015-01-21,27340,27900,27200,16612650,67.9299803,396.2242477,211.6212922,20.39305018,92.72727273,72.72727273,0,1760,6.732976282,27027.04887,26629.31361,25744.47445,100,100,8289677.889,-482470000,28096.93251,26972.65497,25848.37742,27900
2015-01-22,27960,27980,27560,17957700,62.69930724,422.5669851,161.741567,21.34601905,91.86046512,84.55954898,-17.94871795,1280,4.870624049,27145.48245,26717.95041,25762.53938,0,66.66666667,4688553.282,-500427700,28323.89965,27204.64275,26085.38585,27560
2015-01-23,28000,28000,27540,12858750,64.10022786,451.1538365,133.5079737,22.23091872,86.02713178,90.20495654,-11.86440678,1440,5.479452055,27273.15302,26813.38371,25782.0166,26.78279841,42.2609328,1899694.596,-487568950,28118.70066,27411.526,26704.35134,27720
2015-01-26,27500,27900,27280,10153500,64.63660046,473.1959128,98.89908257,22.38585277,79.36046512,85.74935401,-9.322033898,1460,5.547112462,27385.78568,26905.4424,25801.89704,100,42.2609328,2566179.731,-477415450,27907.89016,27582.92862,27257.96709,27780
2015-01-27,27500,28000,27480,9957200,66.60670934,502.6226574,100.4286435,22.6814531,87.5,84.29586563,0,1220,4.555638536,27522.27775,27009.68598,25823.76871,100,75.59426614,5773743.674,-467458250,28039.73112,27737.63179,27435.53247,28000
2015-01-28,27720,27800,27480,10831500,59.47072142,484.8501905,63.49206349,22.95593912,72.96296296,79.94114269,-22,660,2.453531599,27530.66047,27062.09684,25841.04464,0,66.66666667,4837849.953,-478289750,28143.11185,27816.7746,27490.43735,27560
2015-01-29,27360,27900,27140,13702250,54.34095163,436.682586,31.82689674,22.30936211,48.62187769,69.69494688,-40,520,1.949025487,27457.18037,27075.23047,25854.56658,0,33.33333333,343763.5312,-491992000,28320.46892,27787.64249,27254.81607,27200
2015-01-30,27200,27540,27200,16110000,55.48947431,401.9452026,14.53130068,21.70896918,21.49009475,47.69164513,-35,980,3.723404255,27422.2514,27096.6371,25868.94901,22.38936103,7.463120342,-3636646.048,-475882000,28293.27367,27700.73337,27108.19308,27300
2015-02-02,27300,27540,27120,10521000,56.20135841,374.9350567,4.991087344,20.93587235,17.61804087,29.24333777,-36.7816092,500,1.861504095,27408.41775,27121.71928,25883.78534,100,40.79645368,-4456163.963,-465361000,28170.52516,27603.48372,27036.44227,27360
2015-02-03,27600,27600,27180,5654400,55.56334707,346.309614,4.204204204,20.35137505,23.83946803,20.98253455,-39.08045977,-120,-0.437317784,27388.76936,27140.60316,25898.07603,10.37707784,44.25547962,-4986024.567,-471015400,27750.1268,27513.34842,27276.57004,27320
2015-02-04,27500,27620,27180,9328900,53.28339258,308.7676334,-15.008726,19.85515373,20.2020202,20.55317637,-47.12643678,-720,-2.580645161,27342.37617,27144.35524,25910.83149,0,36.79235928,-7717797.127,-480344300,27562.9761,27423.03326,27283.09041,27180
2015-02-05,27180,27380,26920,6770400,52.94913345,274.2402397,-85.32443905,18.62784538,22.53968254,22.19372359,-52.5,-400,-1.45137881,27301.84813,27145.84521,25923.26103,0,3.459025946,-8040060.866,-487114700,27496.697,27337.90153,27179.10607,27160
2015-02-06,26920,27480,26720,8005050,57.01472581,266.3998003,-88.6958536,17.63948307,40.65934066,27.8003478,-43.75,-280,-1.01010101,27332.54855,27173.85995,25938.35296,100,33.33333333,-5162031.767,-479109650,27512.42975,27298.36434,27084.29893,27440
2015-02-09,27200,27980,27140,8693500,62.71476193,293.9162674,58.19070905,17.26246378,69.31216931,44.1703975,-7.8125,120,0.431965443,27458.64887,27243.01615,25957.87183,100,66.66666667,-1276145.762,-470416150,27891.31352,27351.68402,26812.05452,27900
2015-02-10,28000,28000,27540,6519350,56.72713759,285.0027728,65.70048309,16.95620258,79.75859788,63.24336929,-34.375,-440,-1.571428571,27481.17134,27273.20509,25973.81341,0,66.66666667,-1464413.237,-476935500,27969.62527,27424.33268,26879.0401,27560
2015-02-11,27480,27480,27080,9973800,49.7996654,238.0762141,-84.32580424,16.01088095,62.98776455,70.68617725,-70.3125,-460,-1.669085631,27396.4666,27256.70937,25985.01924,0,33.33333333,-4264436.909,-486909300,28012.93538,27433.50118,26854.06697,27100
2015-02-12,26800,27160,26620,10748200,46.85274444,181.047415,-171.4859438,16.07733101,38.05102657,60.26579633,-81.15942029,-320,-1.176470588,27281.69625,27220.83228,25993.92453,0,-3.32E-14,-5148887.346,-497657500,28075.14425,27362.56022,26649.97619,26880
2015-02-13,27200,27220,26900,6522900,51.61780626,161.4260206,-87.63160939,15.98098006,30.66878019,43.90252377,-56.52173913,-80,-0.293040293,27267.98597,27220.75302,26006.12428,100,33.33333333,-2967159.129,-491134600,28006.28951,27287.80221,26569.31491,27220
2015-02-16,27360,27480,27220,6226500,54.94451286,164.9542612,22.09072978,15.22659398,41.54589372,36.75523349,-37.68115942,120,0.438596491,27315.1002,27245.44321,26020.78971,100,66.66666667,176266.88,-484908100,27760.8368,27263.41947,26766.00214,27480
2015-02-17,27480,27540,27280,5745000,55.70148637,170.6250564,55.02550255,14.37725582,68.59903382,46.93790258,-33.33333333,220,0.805270864,27365.07793,27273.49623,26035.90623,100,100,3274144.168,-479163100,27776.59073,27289.04996,26801.50919,27540
2015-02-23,27560,27800,27320,15301800,52.53315975,157.1691262,65.47202797,13.73537818,74.44526324,61.53006359,-47.82608696,160,0.588668138,27359.50506,27279.82993,26048.88229,0,66.66666667,-219216.8665,-494464900,27786.89948,27318.64314,26850.3868,27340
2015-02-24,27700,27780,27280,10863250,52.53315975,144.8356295,50.72886297,13.03547238,69.96861268,71.00430325,-47.82608696,180,0.662739323,27355.1706,27285.56041,26061.72923,0,33.33333333,-4255321.665,-494464900,27565.86027,27339.02112,27112.18197,27340
2015-02-25,27600,27700,27460,8374250,56.0150708,152.6673841,82.72077591,12.38555984,57.32493452,67.24627015,-30.43478261,140,0.510204082,27405.13269,27313.60228,26076.8364,100,33.33333333,-5519608.022,-486090650,27577.32044,27377.48051,27177.64057,27580
2015-02-26,27580,27600,27360,8179150,54.57790253,150.6818087,42.72058824,11.50528266,51.08851557,59.46068759,-36.23188406,-400,-1.433691756,27426.21431,27331.35444,26090.99724,58.72472767,52.90824256,-5101290.727,-494269800,27620.9967,27418.61093,27216.22516,27500
2015-02-27,27500,27520,27140,13009400,48.54230439,118.691038,-34.0974212,11.28415461,34.79221927,47.73522312,-62.31884058,-420,-1.52394775,27362.61113,27313.13021,26101.43507,0,52.90824256,-8605761.767,-507279200,27715.62252,27412.04387,27108.46521,27140
2015-03-02,27500,28460,27340,21805600,64.1828178,197.5735848,205.5839727,12.0273881,47.43589744,44.43887743,0,1360,5.018450185,27606.47533,27422.3559,26124.90338,100,52.90824256,-2318921.578,-485473600,28429.66449,27522.30789,26614.95129,28460
2015-03-03,28700,28740,28120,13748800,62.62974412,249.1473911,222.5677628,13.1749772,58.75,46.99270557,-17.9245283,1480,5.505952381,27773.92525,27511.65534,26147.14315,90.07018732,63.35672911,-524038.3657,-499222400,28738.88023,27710.1412,26681.40216,28360
2015-03-04,28220,28800,28200,11603100,65.99687779,317.0283233,190.2745403,14.33573119,90.87851406,65.68813716,-2.752293578,1520,5.584129317,27988.60853,27628.64055,26172.94272,100,96.69006244,3211388.254,-487619300,29184.63627,27961.39468,26738.15308,28740
2015-03-05,28780,28860,28340,9615600,61.30092567,342.6669074,138.2985354,15.51216351,82.73897917,77.45583108,-18.75,960,3.493449782,28088.91775,27705.91287,26195.5005,0,63.35672911,2564798.114,-497234900,29303.9771,28186.09338,27068.20967,28440
2015-03-06,28280,28980,28120,11733500,64.88829139,390.7579132,118.7310098,15.93474461,87.81011738,87.14253687,-5.93220339,1300,4.720406681,28255.82491,27813.92117,26221.81393,76.39272351,58.7975745,4584985.723,-485501400,28774.41714,28400.37971,28026.34228,28840
2015-03-09,28800,28800,28400,7814600,58.46778761,388.8832549,86.33150039,16.32714135,66.53431651,79.02780435,-27.88461538,1060,3.877103146,28287.86382,27869.7382,26243.48742,0,25.46424117,2508145.588,-493316000,28927.15926,28536.54948,28145.9397,28400
2015-03-10,28680,28860,28400,10419850,58.66798176,384.5782291,76.99876999,16.81594907,52.96842503,69.10428631,-30.43478261,1080,3.950256035,28317.22742,27922.14409,26265.14427,3.118044265,26.50358926,-1596594.639,-482896150,28968.77176,28599.90322,28231.03468,28420
2015-03-11,28380,29580,28360,21108650,67.58585732,461.3810923,129.3497364,18.49209842,53.53084847,57.67786333,-4.098360656,1900,6.889050036,28575.62132,28070.51132,26297.13288,100,34.37268142,2484679.736,-461787500,29567.16855,28736.40023,27905.63191,29480
